CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMULTI,U933,E51P HA021,E51P,B,,,H,A,2,,,,,0,,,2019-01-04,2019-01-14,7,199.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51P FB021,E51P,B,,,F,B,2,,,,,0,,,2019-02-13,2019-02-22,8,352.2,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E51P PS023,E51P,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E51P HL023,E51P,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E51P HF031,E51P,B,,,H,F,3,,,,,0,,,2018-11-28,2018-11-28,1,85.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E51P HA031,E51P,B,,,H,A,3,,,,,0,,,2018-12-28,2019-01-09,8,118.9,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51P HA041,E51P,B,,,H,A,4,,,,,0,,,2019-01-18,2019-02-11,14,367,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E51P HF010,E51P,B,,,H,F,1,,,,,0,,,2018-11-02,2018-11-02,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E51P HA011,E51P,B,,,H,A,1,,,,,0,,,2018-12-06,2018-12-26,14,135.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51P FB011,E51P,B,,,F,B,1,,,,,0,,,2019-01-10,2019-01-14,3,147.3,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E51P PB011,E51P,B,,,P,B,1,,,,,0,,,2019-03-05,2019-03-12,6,331.1,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E51S HF020,E51S,B,,,H,F,2,,,,,0,,,2018-11-06,2018-11-06,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E51S HA021,E51S,B,,,H,A,2,,,,,0,,,2019-01-04,2019-01-14,7,295.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51S FB021,E51S,B,,,F,B,2,,,,,0,,,2019-02-14,2019-02-25,8,554.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E51S PS023,E51S,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E51S HL023,E51S,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E51S HF031,E51S,B,,,H,F,3,,,,,0,,,2018-11-22,2018-11-22,1,90.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E51S HA031,E51S,B,,,H,A,3,,,,,0,,,2018-12-28,2019-01-09,8,114.9,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51S HA041,E51S,B,,,H,A,4,,,,,0,,,2019-01-18,2019-02-12,15,183.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E51S HF010,E51S,B,,,H,F,1,,,,,0,,,2018-10-29,2018-10-29,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E51S HA011,E51S,B,,,H,A,1,,,,,0,,,2018-12-07,2018-12-27,14,199.6,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E51S FB011,E51S,B,,,F,B,1,,,,,0,,,2019-01-10,2019-01-14,3,234.1,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E51S PB011,E51S,B,,,P,B,1,,,,,0,,,2019-03-06,2019-03-13,6,269.7,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E52P HF020,E52P,B,,,H,F,2,,,,,0,,,2018-11-15,2018-11-15,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E52P HA021,E52P,B,,,H,A,2,,,,,0,,,2019-01-11,2019-01-21,7,204.9,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52P FB021,E52P,B,,,F,B,2,,,,,0,,,2019-02-15,2019-02-25,7,626.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E52P PS023,E52P,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E52P HL023,E52P,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E52P HF031,E52P,B,,,H,F,3,,,,,0,,,2018-12-03,2018-12-03,1,97.7,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E52P HA031,E52P,B,,,H,A,3,,,,,0,,,2018-12-31,2019-01-16,12,98.8,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52P HA041,E52P,B,,,H,A,4,,,,,0,,,2019-01-25,2019-02-13,11,582.6,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E52P HF010,E52P,B,,,H,F,1,,,,,0,,,2018-11-07,2018-11-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E52P HA011,E52P,B,,,H,A,1,,,,,0,,,2018-12-12,2018-12-28,12,139,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52P FB011,E52P,B,,,F,B,1,,,,,0,,,2019-01-18,2019-01-21,2,264.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E52P PB011,E52P,B,,,P,B,1,,,,,0,,,2019-03-06,2019-03-13,6,277.4,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E52S HF020,E52S,B,,,H,F,2,,,,,0,,,2018-11-09,2018-11-09,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E52S HA021,E52S,B,,,H,A,2,,,,,0,,,2019-01-11,2019-01-21,7,293.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52S FB021,E52S,B,,,F,B,2,,,,,0,,,2019-02-15,2019-02-26,8,425.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E52S PS023,E52S,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E52S HL023,E52S,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E52S HF031,E52S,B,,,H,F,3,,,,,0,,,2018-11-27,2018-11-27,1,102.1,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E52S HA031,E52S,B,,,H,A,3,,,,,0,,,2018-12-31,2019-01-16,12,116.2,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52S HA041,E52S,B,,,H,A,4,,,,,0,,,2019-01-25,2019-02-13,11,316.1,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E52S HF010,E52S,B,,,H,F,1,,,,,0,,,2018-11-01,2018-11-01,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E52S HA011,E52S,B,,,H,A,1,,,,,0,,,2018-12-12,2018-12-28,12,198,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E52S FB011,E52S,B,,,F,B,1,,,,,0,,,2019-01-18,2019-01-21,2,178.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E52S PB011,E52S,B,,,P,B,1,,,,,0,,,2019-03-07,2019-03-14,6,259.5,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E91C HF020,E91C,B,,,H,F,2,,,,,,,,2019-10-30,2019-10-30,1,0,,,,,U,,Material import,,0,,,,,
DHSCMULTI,U933,E91C HA021,E91C,B,,,H,A,2,,,,,,,,2019-12-09,2019-12-13,5,96.4,,,,,U,,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E91C FB021,E91C,B,,,F,B,2,,,,,,,,2020-01-03,2020-01-14,8,473.8,,,,,U,,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E91C HF031,E91C,B,,,H,F,3,,,,,,,,2019-11-14,2019-11-14,1,56.9,,,,,U,,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E91C HA031,E91C,B,,,H,A,3,,,,,,,,2019-12-02,2019-12-13,10,171.2,,,,,U,,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E91C HA041,E91C,B,,,H,A,4,,,,,,,,2019-12-19,2020-01-02,9,205,,,,,U,,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E91C HF010,E91C,B,,,H,F,1,,,,,,,,2019-10-23,2019-10-23,1,0,,,,,U,,DWG,,0,,,,,
DHSCMULTI,U933,E91C HA011,E91C,B,,,H,A,1,,,,,,,,2019-11-19,2019-11-25,5,66.7,,,,,U,,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E91C FB011,E91C,B,,,F,B,1,,,,,,,,2019-12-16,2019-12-17,2,199.4,,,,,U,,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E91C PB011,E91C,B,,,P,B,1,,,,,,,,2020-01-20,2020-01-29,6,176.2,,,,,U,,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,F11C HF010,F11C,B,,,H,F,1,,,,,0,,,2018-11-27,2018-11-27,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F11C HA011,F11C,B,,,H,A,1,,,,,0,,,2019-01-04,2019-01-10,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F11C FB011,F11C,B,,,F,B,1,,,,,0,,,2019-01-28,2019-01-29,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F11C PB011,F11C,B,,,P,B,1,,,,,0,,,2019-03-15,2019-03-22,6,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,F11C HF020,F11C,B,,,H,F,2,,,,,0,,,2018-12-05,2018-12-05,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F11C HA021,F11C,B,,,H,A,2,,,,,0,,,2019-01-21,2019-01-29,7,37.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F11C FB021,F11C,B,,,F,B,2,,,,,0,,,2019-03-05,2019-03-08,4,128.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F11C PS023,F11C,B,,,P,S,2,,,,,0,,,2019-04-02,2019-04-02,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,F11C HF031,F11C,B,,,H,F,3,,,,,0,,,2018-12-24,2018-12-24,1,22.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F11C HA031,F11C,B,,,H,A,3,,,,,0,,,2019-01-16,2019-01-24,7,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F11C HL034,F11C,B,,,H,L,3,,,,,0,,,2019-04-04,2019-04-04,1,0,0,0,0,0,U,0,2nd PE Lifting/ 2nd PE,6,4,,,,,
DHSCMULTI,U933,F11C HA041,F11C,B,,,H,A,4,,,,,0,,,2019-02-07,2019-02-28,16,266.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F21P HF010,F21P,B,,,H,F,1,,,,,0,,,2018-11-06,2018-11-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F21P HA011,F21P,B,,,H,A,1,,,,,0,,,2018-12-11,2018-12-27,12,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21P FB011,F21P,B,,,F,B,1,,,,,0,,,2019-01-10,2019-01-11,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F21P HL011,F21P,B,,,H,L,1,,,,,0,,,2019-02-15,2019-02-15,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F21P HF020,F21P,B,,,H,F,2,,,,,0,,,2018-11-14,2018-11-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F21P HA021,F21P,B,,,H,A,2,,,,,0,,,2019-01-08,2019-01-14,5,37.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21P FB021,F21P,B,,,F,B,2,,,,,0,,,2019-02-08,2019-02-11,2,147.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F21P HF031,F21P,B,,,H,F,3,,,,,0,,,2018-11-30,2018-11-30,1,22.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F21P HA031,F21P,B,,,H,A,3,,,,,0,,,2018-12-24,2019-01-08,10,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21P HA041,F21P,B,,,H,A,4,,,,,0,,,2019-01-17,2019-02-01,12,268.8,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F21S HF010,F21S,B,,,H,F,1,,,,,0,,,2018-11-06,2018-11-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F21S HA011,F21S,B,,,H,A,1,,,,,0,,,2018-12-12,2018-12-28,12,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21S FB011,F21S,B,,,F,B,1,,,,,0,,,2019-01-11,2019-01-14,2,55.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F21S HL011,F21S,B,,,H,L,1,,,,,0,,,2019-02-15,2019-02-15,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F21S HF020,F21S,B,,,H,F,2,,,,,0,,,2018-11-14,2018-11-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F21S HA021,F21S,B,,,H,A,2,,,,,0,,,2019-01-09,2019-01-15,5,49.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21S FB021,F21S,B,,,F,B,2,,,,,0,,,2019-02-11,2019-02-12,2,138.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F21S HF031,F21S,B,,,H,F,3,,,,,0,,,2018-11-30,2018-11-30,1,31.7,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F21S HA031,F21S,B,,,H,A,3,,,,,0,,,2018-12-26,2019-01-09,10,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F21S HA041,F21S,B,,,H,A,4,,,,,0,,,2019-01-18,2019-02-07,12,292.8,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F31P HF010,F31P,B,,,H,F,1,,,,,0,,,2018-11-07,2018-11-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F31P HA011,F31P,B,,,H,A,1,,,,,0,,,2018-12-13,2018-12-20,6,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31P FB011,F31P,B,,,F,B,1,,,,,0,,,2019-01-11,2019-01-14,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F31P HL011,F31P,B,,,H,L,1,,,,,0,,,2019-02-18,2019-02-18,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F31P HF020,F31P,B,,,H,F,2,,,,,0,,,2018-11-15,2018-11-15,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F31P HA021,F31P,B,,,H,A,2,,,,,0,,,2019-01-07,2019-01-15,7,12.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31P FB021,F31P,B,,,F,B,2,,,,,0,,,2019-02-11,2019-02-14,4,73.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F31P HF031,F31P,B,,,H,F,3,,,,,0,,,2018-12-04,2018-12-04,1,15.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F31P HA031,F31P,B,,,H,A,3,,,,,0,,,2018-12-26,2019-01-09,10,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31P HA041,F31P,B,,,H,A,4,,,,,0,,,2019-01-18,2019-02-07,12,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F31S HF010,F31S,B,,,H,F,1,,,,,0,,,2018-11-07,2018-11-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F31S HA011,F31S,B,,,H,A,1,,,,,0,,,2018-12-13,2018-12-20,6,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31S FB011,F31S,B,,,F,B,1,,,,,0,,,2019-01-11,2019-01-14,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F31S HL011,F31S,B,,,H,L,1,,,,,0,,,2019-02-18,2019-02-18,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F31S HF020,F31S,B,,,H,F,2,,,,,0,,,2018-11-15,2018-11-15,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F31S HA021,F31S,B,,,H,A,2,,,,,0,,,2019-01-07,2019-01-15,7,12.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31S FB021,F31S,B,,,F,B,2,,,,,0,,,2019-02-11,2019-02-14,4,115.1,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F31S HF031,F31S,B,,,H,F,3,,,,,0,,,2018-12-04,2018-12-04,1,15.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F31S HA031,F31S,B,,,H,A,3,,,,,0,,,2018-12-26,2019-01-09,10,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F31S HA041,F31S,B,,,H,A,4,,,,,0,,,2019-01-18,2019-02-07,12,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F32C HF010,F32C,B,,,H,F,1,,,,,0,,,2019-01-10,2019-01-10,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F32C FB011,F32C,B,,,F,B,1,,,,,0,,,2019-03-08,2019-03-11,2,24,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F32C HL011,F32C,B,,,H,L,1,,,,,0,,,2019-04-04,2019-04-04,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F32C HF020,F32C,B,,,H,F,2,,,,,0,,,2019-01-18,2019-01-18,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F32C HA021,F32C,B,,,H,A,2,,,,,0,,,2019-02-20,2019-02-27,6,65.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F32C HF031,F32C,B,,,H,F,3,,,,,0,,,2019-02-08,2019-02-08,1,26.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F32C HA041,F32C,B,,,H,A,4,,,,,0,,,2019-03-06,2019-03-28,17,100.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F33C HF010,F33C,B,,,H,F,1,,,,,,,,2019-10-21,2019-10-21,1,0,,,,,U,,DWG,,0,,,,,
DHSCMULTI,U933,F33C FB011,F33C,B,,,F,B,1,,,,,,,,2019-12-16,2019-12-17,2,100.5,,,,,U,,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F33C HL011,F33C,B,,,H,L,1,,,,,,,,2020-01-17,2020-01-17,1,0,,,,,U,,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,F33C HF020,F33C,B,,,H,F,2,,,,,,,,2019-10-28,2019-10-28,1,0,,,,,U,,Material import,,0,,,,,
DHSCMULTI,U933,F33C HA021,F33C,B,,,H,A,2,,,,,,,,2019-12-06,2019-12-16,7,316.6,,,,,U,,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F33C FB021,F33C,B,,,F,B,2,,,,,,,,2020-01-09,2020-01-14,4,243,,,,,U,,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F33C HF031,F33C,B,,,H,F,3,,,,,,,,2019-11-12,2019-11-12,1,127.3,,,,,U,,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F33C HA031,F33C,B,,,H,A,3,,,,,,,,2019-12-02,2019-12-13,10,2.4,,,,,U,,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F33C HA041,F33C,B,,,H,A,4,,,,,,,,2019-12-19,2020-01-08,13,1407.7,,,,,U,,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F41P HF010,F41P,B,,,H,F,1,,,,,0,,,2018-10-12,2018-10-12,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F41P HA011,F41P,B,,,H,A,1,,,,,0,,,2018-11-19,2018-12-07,15,46.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F41P FB011,F41P,B,,,F,B,1,,,,,0,,,2018-12-18,2018-12-19,2,42.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F41P PB011,F41P,B,,,P,B,1,,,,,0,,,2019-02-07,2019-02-14,6,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,F41P HF020,F41P,B,,,H,F,2,,,,,0,,,2018-10-22,2018-10-22,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F41P HA021,F41P,B,,,H,A,2,,,,,0,,,2018-12-14,2018-12-20,5,66.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F41P FB021,F41P,B,,,F,B,2,,,,,0,,,2019-01-21,2019-01-25,5,108.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F41P PS023,F41P,B,,,P,S,2,,,,,0,,,2019-03-06,2019-03-06,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,F41P HL023,F41P,B,,,H,L,2,,,,,0,,,2019-03-08,2019-03-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,F41P HF031,F41P,B,,,H,F,3,,,,,0,,,2018-11-07,2018-11-07,1,36.8,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,F41P HA031,F41P,B,,,H,A,3,,,,,0,,,2018-12-03,2018-12-14,10,23.8,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F41P HA041,F41P,B,,,H,A,4,,,,,0,,,2018-12-26,2019-01-17,16,245.1,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,F41S HF010,F41S,B,,,H,F,1,,,,,0,,,2018-10-12,2018-10-12,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,F41S HA011,F41S,B,,,H,A,1,,,,,0,,,2018-11-15,2018-12-05,15,38.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,F41S FB011,F41S,B,,,F,B,1,,,,,0,,,2018-12-14,2018-12-17,2,65.3,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,F41S PB011,F41S,B,,,P,B,1,,,,,0,,,2019-01-30,2019-02-11,6,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,F41S HF020,F41S,B,,,H,F,2,,,,,0,,,2018-10-22,2018-10-22,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,F41S HA021,F41S,B,,,H,A,2,,,,,0,,,2018-12-12,2018-12-18,5,53.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
